date           rtn
19710108      -0.003856
19710111      -0.010323
19710112       0.001304
19710113       0.001302
19710114       0.001300
19710115       0.001299
19710118      -0.003891
19710119       0.003906
19710120       0.001297
19710121       0.005181
19710122       0.009021
19710125       0.006386
19710126       0.002538
19710127      -0.003797
19710128      -0.002541
19710129       0.008917
19710201       0.006313
19710202      -0.005019
19710203       0.027743
19710204      -0.008589
19710205      -0.006188
19710208       0.011208
19710209       0.001232
19710210       0.001230
19710211       0.011916
19710212       0.009756
19710216       0.004831
19710217      -0.001202
19710218      -0.002407
19710219       0.001206
19710222      -0.021687
19710223      -0.003695
19710224       0.006180
19710225       0.007371
19710226       0.012195
19710301       0.002410
19710302       0.004808
19710303      -0.003589
19710304       0.002401
19710305       0.003593
19710308       0.003580
19710309       0.010702
19710310       0.007059
19710311       0.004673
19710312       0.011628
19710315       0.036782
19710316       0.008869
19710317      -0.006593
19710318       0.011062
19710319       0.012035
19710322      -0.014054
19710323      -0.015351
19710324      -0.018931
19710325       0.015891
19710326       0.001117
19710329      -0.001116
19710330       0.002235
19710331       0.005574
19710401       0.008869
19710402       0.002198
19710405      -0.009868
19710406       0.015504
19710407      -0.001091
19710408      -0.009825
19710412      -0.001103
19710413       0.000000
19710414       0.013245
19710415      -0.021786
19710416       0.010022
19710419       0.018743
19710420       0.000000
19710421       0.012987
19710422      -0.011752
19710423      -0.006486
19710426       0.007617
19710427       0.010799
19710428      -0.004274
19710429      -0.010730
19710430      -0.006508
19710503      -0.002183
19710504      -0.007659
19710505      -0.005513
19710506       0.008869
19710507      -0.014286
19710510      -0.006689
19710511       0.012346
19710512      -0.002217
19710513       0.006667
19710514      -0.006623
19710517      -0.000333
19710518       0.014509
19710519       0.009901
19710520      -0.003268
19710521       0.006557
19710524      -0.034745
19710525       0.028121
19710526      -0.007659
19710527       0.005513
19710528       0.000000
19710601      -0.006579
19710602       0.014349
19710603      -0.003264
19710604       0.002183
19710607       0.000000
19710608       0.000000
19710609      -0.006536
19710610       0.005482
19710611       0.003272
19710614      -0.002174
19710615       0.008715
19710616       0.007559
19710617       0.010718
19710618       0.001060
19710621      -0.020127
19710622      -0.008649
19710623       0.005453
19710624       0.001085
19710625      -0.003250
19710628       0.019565
19710629       0.029851
19710630       0.008282
19710701      -0.006160
19710702      -0.016529
19710706      -0.007353
19710707      -0.003175
19710708      -0.006369
19710709       0.009615
19710712       0.006349
19710713      -0.001052
19710714       0.004211
19710715      -0.016771
19710716       0.006397
19710719      -0.001059
19710720       0.009544
19710721      -0.006303
19710722       0.000000
19710723       0.005285
19710726      -0.004206
19710727      -0.011616
19710728      -0.022436
19710729       0.009836
19710730      -0.002165
19710802       0.001085
19710803      -0.023835
19710804      -0.005549
19710805       0.007813
19710806       0.002215
19710809       0.007735
19710810       0.007675
19710811       0.018498
19710812       0.002137
19710813       0.008529
19710816       0.039852
19710817      -0.014286
19710818      -0.003106
19710819       0.003115
19710820       0.002070
19710823       0.012397
19710824       0.002041
19710825      -0.007128
19710826      -0.002051
19710827      -0.005139
19710830      -0.009298
19710831      -0.004171
19710901      -0.003141
19710902       0.004202
19710903       0.012552
19710907      -0.002066
19710908       0.000000
19710909      -0.003106
19710910      -0.003115
19710913       0.007292
19710914      -0.004137
19710915       0.001038
19710916      -0.001037
19710917      -0.006231
19710920       0.003135
19710921      -0.003125
19710922       0.002090
19710923       0.006257
19710924       0.011399
19710927       0.000000
19710928       0.000000
19710929       0.000000
19710930       0.003074
19711001       0.019408
19711004       0.005010
19711005       0.002991
19711006      -0.004970
19711007      -0.009990
19711008       0.000000
19711011      -0.003027
19711012       0.008097
19711013       0.001004
19711014      -0.008024
19711015       0.002022
19711018      -0.010091
19711019      -0.017329
19711020      -0.008299
19711021       0.004184
19711022       0.011458
19711025       0.004119
19711026       0.001026
19711027      -0.011270
19711028      -0.016580
19711029       0.011591
19711101      -0.017708
19711102       0.015907
19711103       0.036534
19711104      -0.017120
19711105       0.006148
19711108       0.002037
19711109       0.002033
19711110      -0.008114
19711111      -0.025562
19711112       0.001049
19711115       0.010168
19711116       0.020833
19711117       0.005102
19711118      -0.015228
19711119      -0.006186
19711122      -0.013485
19711123       0.007361
19711124      -0.014614
19711126       0.015890
19711129       0.006257
19711130       0.011399
19711201       0.022541
19711202       0.002004
19711203       0.016000
19711206      -0.000984
19711207      -0.002956
19711208      -0.005929
19711209       0.001988
19711210       0.000000
19711213      -0.008929
19711214       0.004004
19711215       0.004985
19711216       0.040675
19711217       0.009533
19711220       0.011331
19711221      -0.002801
19711222      -0.015918
19711223      -0.008563
19711227       0.006718
19711228       0.008580
19711229       0.000000
19711230       0.000000
19711231       0.020794
19720103      -0.012963
19720104       0.001876
19720105      -0.002809
19720106       0.002817
19720107       0.000000
19720110      -0.006554
19720111      -0.001885
19720112      -0.002833
19720113      -0.011364
19720114      -0.008621
19720117       0.015459
19720118       0.003806
19720119      -0.000948
19720120      -0.003795
19720121       0.004762
19720124      -0.006635
19720125      -0.001908
19720126       0.000956
19720127       0.014327
19720128       0.011299
19720131       0.000000
19720201       0.010242
19720202       0.020276
19720203       0.002710
19720204       0.001802
19720207      -0.005396
19720208       0.000904
19720209      -0.003613
19720210       0.003626
19720211      -0.006323
19720214      -0.003636
19720215      -0.000912
19720216       0.007306
19720217       0.003626
19720218      -0.001041
19720222       0.003630
19720223       0.010850
19720224       0.003578
19720225       0.005348
19720228      -0.007092
19720229       0.005357
19720301       0.000888
19720302      -0.006211
19720303       0.008036
19720306       0.004429
19720307       0.007055
19720308       0.002627
19720309       0.002620
19720310       0.008711
19720313      -0.011226
19720314       0.003493
19720315       0.003481
19720316       0.001735
19720317       0.020779
19720320       0.002545
19720321      -0.006768
19720322       0.003407
19720323       0.013582
19720324      -0.004188
19720327      -0.001682
19720328       0.000842
19720329      -0.002525
19720330      -0.005063
19720403       0.004241
19720404      -0.008446
19720405       0.003407
19720406      -0.005093
19720407       0.000000
19720410      -0.006826
19720411       0.003436
19720412       0.012842
19720413       0.000845
19720414      -0.000845
19720417      -0.015216
19720418       0.003433
19720419       0.005133
19720420      -0.026383
19720421      -0.013986
19720424       0.010638
19720425       0.005263
19720426      -0.015707
19720427      -0.002660
19720428       0.002667
19720501      -0.007979
19720502      -0.005362
19720503       0.009883
19720504      -0.003559
19720505       0.014286
19720508       0.000000
19720509      -0.014965
19720510       0.009830
19720511       0.008850
19720512       0.013158
19720515       0.024242
19720516       0.005917
19720517      -0.002649
19720518       0.017751
19720519       0.007475
19720522       0.009893
19720523       0.015510
19720524       0.016077
19720525      -0.006329
19720526      -0.007962
19720530      -0.011236
19720531      -0.004058
19720601      -0.000815
19720602       0.004078
19720605      -0.005686
19720606      -0.004085
19720607      -0.009024
19720608      -0.006623
19720609      -0.009167
19720612      -0.004205
19720613       0.006757
19720614       0.015101
19720615       0.018182
19720616      -0.001623
19720619      -0.011382
19720620      -0.004934
19720621       0.036364
19720622       0.023923
19720623      -0.004673
19720626      -0.017214
19720627       0.000000
19720628      -0.012739
19720629      -0.011290
19720630      -0.004894
19720703       0.008197
19720705       0.035772
19720706       0.014129
19720707       0.007740
19720710       0.004608
19720711      -0.027523
19720712      -0.006289
19720713      -0.009494
19720714       0.035144
19720717      -0.009259
19720718      -0.012461
19720719       0.023659
19720720      -0.029276
19720721       0.012698
19720724       0.021944
19720725      -0.003067
19720726       0.013846
19720727      -0.004552
19720728      -0.006098
19720731       0.012270
19720801       0.009091
19720802       0.004505
19720803       0.005979
19720804      -0.007429
19720807      -0.001497
19720808       0.004498
19720809      -0.002985
19720810      -0.005988
19720811       0.009036
19720814       0.013433
19720815      -0.010309
19720816       0.008929
19720817      -0.002950
19720818       0.005917
19720821      -0.010406
19720822      -0.010432
19720823      -0.015060
19720824      -0.036697
19720825      -0.004762
19720828      -0.004785
19720829       0.001603
19720830       0.008000
19720831       0.014286
19720901       0.017214
19720905      -0.012308
19720906      -0.001558
19720907      -0.006240
19720908      -0.004710
19720911      -0.031546
19720912      -0.009772
19720913       0.019737
19720914       0.020968
19720915       0.009479
19720918      -0.014085
19720919      -0.012698
19720920      -0.001608
19720921      -0.004831
19720922       0.003236
19720925      -0.025806
19720926       0.009934
19720927       0.036066
19720928       0.009494
19720929       0.001567
19721002      -0.015649
19721003       0.017488
19721004      -0.007813
19721005      -0.001575
19721006       0.000000
19721009      -0.012618
19721010      -0.006390
19721011       0.009646
19721012      -0.009554
19721013      -0.003215
19721016      -0.014516
19721017       0.008183
19721018      -0.006494
19721019       0.001634
19721020       0.004894
19721023       0.016234
19721024       0.011182
19721025       0.020537
19721026       0.013932
19721027      -0.013740
19721030       0.009288
19721031       0.018405
19721101       0.009036
19721102       0.010448
19721103       0.008863
19721106       0.010249
19721108      -0.030435
19721109      -0.019432
19721110       0.000000
19721113      -0.003049
19721114       0.012232
19721115      -0.015106
19721116       0.001534
19721117       0.016729
19721120       0.001511
19721121       0.004525
19721122       0.006006
19721124       0.026866
19721127      -0.015988
19721128       0.002954
19721129      -0.008837
19721130       0.008915
19721201      -0.001473
19721204      -0.001475
19721205      -0.013294
19721206      -0.011976
19721207       0.016667
19721208      -0.007452
19721211       0.010511
19721212       0.001486
19721213       0.010386
19721214       0.002937
19721215      -0.004392
19721218      -0.005882
19721219       0.004438
19721220      -0.004418
19721221      -0.029586
19721222       0.019817
19721226       0.014948
19721227      -0.001473
19721229       0.010324
19730102       0.001460
19730103      -0.004373
19730104       0.001464
19730105       0.008772
19730108       0.000000
19730109       0.001449
19730110      -0.005789
19730111       0.024745
19730112      -0.009943
19730115      -0.004304
19730116      -0.015850
19730117       0.011713
19730118       0.002894
19730119      -0.007215
19730122       0.010174
19730123       0.002878
19730124      -0.004304
19730126      -0.020173
19730129      -0.004412
19730130      -0.007386
19730131       0.002976
19730201      -0.023739
19730202      -0.010638
19730205       0.004608
19730206       0.024465
19730207      -0.005970
19730208       0.001502
19730209      -0.005997
19730212       0.012066
19730213       0.000000
19730214      -0.008942
19730215      -0.001504
19730216       0.015060
19730220       0.004464
19730221      -0.001481
19730222      -0.020772
19730223      -0.010606
19730226       0.004594
19730227      -0.006098
19730228      -0.006135
19730301      -0.015432
19730302       0.017241
19730305       0.010786
19730306       0.024390
19730307       0.017857
19730308      -0.005848
19730309      -0.016176
19730312       0.004484
19730313       0.016369
19730314       0.010249
19730315      -0.002899
19730316      -0.002907
19730319      -0.014577
19730320       0.002959
19730321      -0.022124
19730322      -0.010558
19730323      -0.018293
19730326       0.004658
19730327       0.047913
19730328      -0.001475
19730329       0.010340
19730330      -0.011696
19730402      -0.011834
19730403      -0.010479
19730404      -0.009077
19730405      -0.007634
19730406      -0.003077
19730409       0.040123
19730410       0.005935
19730411       0.005900
19730412      -0.010264
19730413       0.002963
19730416       0.000000
19730417      -0.019202
19730418      -0.009036
19730419       0.009119
19730423      -0.004518
19730424      -0.040847
19730425      -0.015773
19730426       0.027244
19730427      -0.023401
19730430      -0.001597
19730501      -0.003200
19730502       0.004815
19730503       0.019169
19730504       0.018809
19730507      -0.012308
19730508       0.046729
19730509       0.002976
19730510      -0.014837
19730511      -0.001506
19730514      -0.037707
19730515       0.028213
19730516      -0.004587
19730517      -0.016897
19730518      -0.012500
19730521      -0.012658
19730522       0.030449
19730523       0.017107
19730524       0.042813
19730525      -0.002933
19730529      -0.007353
19730530      -0.016296
19730531      -0.003012
19730601       0.000000
19730604      -0.015106
19730605       0.018405
19730606      -0.006024
19730607       0.019697
19730608       0.002972
19730611       0.000000
19730612      -0.004444
19730613       0.001488
19730614      -0.004458
19730615       0.000000
19730618      -0.019403
19730619       0.010654
19730620      -0.003012
19730621      -0.009063
19730622       0.009146
19730625      -0.010574
19730626       0.025954
19730627      -0.001488
19730628      -0.004471
19730629       0.002994
19730702      -0.007463
19730703      -0.012030
19730705      -0.025875
19730706      -0.010937
19730709       0.015798
19730710       0.013997
19730711       0.012270
19730712       0.009091
19730713      -0.015015
19730716       0.010671
19730717       0.010558
19730718       0.002985
19730719      -0.001488
19730720      -0.007452
19730723       0.009009
19730724       0.005952
19730725       0.008876
19730726      -0.002933
19730727       0.008824
19730730      -0.011662
19730731       0.008850
19730801       0.002924
19730802      -0.001458
19730803       0.001460
19730806       0.005831
19730807       0.008696
19730808      -0.005747
19730809       0.000000
19730810       0.000000
19730813      -0.014451
19730814      -0.014663
19730815       0.008929
19730816      -0.014749
19730817      -0.002994
19730820      -0.002703
19730821      -0.004532
19730822       0.015175
19730823       0.007474
19730824       0.005935
19730827       0.013274
19730828      -0.011645
19730829       0.008837
19730830      -0.007299
19730831       0.011765
19730904      -0.017442
19730905      -0.020710
19730906      -0.009063
19730907      -0.004573
19730910      -0.003063
19730911       0.012289
19730912       0.000000
19730913       0.018209
19730914       0.005961
19730917       0.017778
19730918       0.001456
19730919      -0.002907
19730920      -0.011662
19730921       0.019174
19730924       0.004342
19730925       0.018732
19730926       0.024045
19730927      -0.005525
19730928      -0.005556
19731001      -0.011173
19731002      -0.009887
19731003      -0.014265
19731004      -0.013025
19731005       0.032258
19731008      -0.004261
19731009      -0.001427
19731010      -0.012857
19731011       0.017366
19731012       0.012802
19731015      -0.005618
19731016       0.000000
19731017       0.011299
19731018       0.000000
19731019       0.002793
19731022      -0.023677
19731023       0.007133
19731024       0.007082
19731025       0.004219
19731026       0.008403
19731029      -0.002778
19731030      -0.013928
19731031      -0.022599
19731101       0.018786
19731102       0.008511
19731105      -0.037975
19731106       0.005848
19731107      -0.013081
19731108       0.004418
19731109      -0.004399
19731112      -0.008837
19731113       0.010401
19731114      -0.008824
19731115       0.008902
19731116       0.020882
19731119      -0.031792
19731120      -0.029851
19731121       0.015385
19731123      -0.006061
19731126      -0.024390
19731127       0.004688
19731128      -0.001555
19731129      -0.004673
19731130      -0.021909
19731203      -0.025600
19731204      -0.001642
19731205      -0.004934
19731206       0.028099
19731207       0.009646
19731210       0.009554
19731211      -0.009464
19731212      -0.036624
19731213      -0.011570
19731214       0.013378
19731217       0.000000
19731218      -0.006601
19731219      -0.008306
19731220      -0.020101
19731221      -0.015385
19731224      -0.013889
19731226       0.036972
19731227       0.042445
19731228       0.024430
19731231      -0.007949
19740102       0.009615
19740103       0.006349
19740104      -0.015773
19740107      -0.033654
19740108      -0.018242
19740109      -0.006757
19740110      -0.011905
19740111       0.018933
19740114       0.000000
19740115       0.003378
19740116       0.030303
19740117      -0.004902
19740118      -0.021346
19740121      -0.010067
19740122       0.040678
19740123       0.003257
19740124       0.006494
19740125      -0.012903
19740128      -0.017974
19740129       0.006656
19740130       0.003306
19740131       0.001647
19740201      -0.016447
19740204      -0.016722
19740205       0.006803
19740206       0.001689
19740207      -0.001686
19740208      -0.013514
19740211      -0.022260
19740212       0.000000
19740213      -0.001751
19740214      -0.031579
19740215       0.019022
19740219       0.000000
19740220       0.021429
19740221       0.027972
19740222       0.027211
19740225      -0.001656
19740226      -0.001658
19740227       0.021595
19740228      -0.001626
19740301      -0.016287
19740304      -0.004967
19740305       0.014975
19740306       0.009836
19740307      -0.004870
19740308      -0.017945
19740311       0.009967
19740312       0.000000
19740313       0.013158
19740314       0.025974
19740315      -0.006329
19740318      -0.012739
19740319      -0.001613
19740320      -0.004847
19740321      -0.004870
19740322       0.001631
19740325       0.003257
19740326       0.011364
19740327      -0.024077
19740328      -0.016447
19740329      -0.006689
19740401      -0.005051
19740402       0.001692
19740403       0.015203
19740404       0.003328
19740405      -0.008292
19740408      -0.015050
19740409       0.008489
19740410      -0.005051
19740411       0.008460
19740415      -0.005034
19740416       0.008432
19740417       0.006689
19740418       0.008306
19740419      -0.004942
19740422      -0.001656
19740423      -0.004975
19740424      -0.021667
19740425      -0.028961
19740426       0.000000
19740429      -0.005263
19740430       0.008818
19740501       0.006993
19740502      -0.005208
19740503      -0.013962
19740506      -0.007080
19740507       0.003565
19740508       0.015986
19740509       0.026224
19740510      -0.018739
19740513       0.005208
19740514      -0.008636
19740515       0.003484
19740516      -0.020833
19740517      -0.007092
19740520      -0.006250
19740521       0.003610
19740522       0.000000
19740523       0.007194
19740524       0.021429
19740528      -0.013986
19740529      -0.005319
19740530       0.014260
19740531      -0.007030
19740603       0.023009
19740604       0.041522
19740605       0.004983
19740606      -0.004959
19740607       0.013289
19740610       0.019672
19740611      -0.003215
19740612       0.001613
19740613      -0.003221
19740614      -0.001616
19740617      -0.004854
19740618       0.001626
19740619      -0.009740
19740620      -0.019672
19740621      -0.015050
19740624       0.018676
19740625       0.003333
19740626      -0.018272
19740627      -0.003384
19740628      -0.001698
19740701      -0.015306
19740702      -0.031088
19740703       0.003565
19740705      -0.007105
19740708      -0.023256
19740709       0.027473
19740710      -0.010695
19740711       0.001802
19740712       0.039568
19740715       0.015571
19740716      -0.020443
19740717      -0.005217
19740718      -0.024476
19740719      -0.032258
19740722       0.033333
19740723       0.012545
19740724      -0.008850
19740725      -0.023214
19740726      -0.009141
19740729      -0.029520
19740730       0.005703
19740731      -0.017013
19740801       0.007692
19740802      -0.005725
19740805       0.009597
19740806       0.011407
19740807       0.015038
19740808      -0.001852
19740809      -0.001855
19740812      -0.011152
19740813      -0.035714
19740814      -0.017544
19740815      -0.007937
19740816      -0.006000
19740819      -0.027163
19740820       0.000000
19740821       0.002079
19740822      -0.012448
19740823      -0.025210
19740826       0.017241
19740827      -0.010593
19740828      -0.006424
19740829       0.004310
19740830       0.030043
19740903      -0.056250
19740904      -0.024283
19740905       0.058824
19740906      -0.021368
19740909      -0.030568
19740910       0.000000
19740911       0.009009
19740912      -0.015625
19740913      -0.038549
19740916      -0.023585
19740917       0.014493
19740918       0.009524
19740919       0.047170
19740920       0.000000
19740923      -0.033784
19740924      -0.025641
19740925       0.000000
19740926      -0.009569
19740927      -0.024155
19740930      -0.029703
19741001      -0.020408
19741002       0.013021
19741003      -0.023136
19741004      -0.002632
19741007       0.034301
19741008       0.010204
19741009       0.055556
19741010       0.040670
19741011       0.075862
19741014       0.002137
19741015      -0.031983
19741016       0.013216
19741017       0.017391
19741018      -0.004274
19741021       0.025751
19741022      -0.004184
19741023      -0.025210
19741024      -0.008621
19741025      -0.013043
19741028      -0.008811
19741029       0.044444
19741030       0.042553
19741031       0.006122
19741101      -0.022312
19741104      -0.014523
19741105       0.025263
19741106      -0.014374
19741107       0.000000
19741108      -0.031250
19741111      -0.010753
19741112      -0.013043
19741113       0.004405
19741114       0.000000
19741115      -0.032895
19741118      -0.039683
19741119      -0.040380
19741120       0.000000
19741121       0.047030
19741122       0.002364
19741125      -0.011792
19741126       0.011933
19741127      -0.016509
19741129       0.011990
19741202      -0.056872
19741203      -0.027638
19741204      -0.015504
19741205      -0.034121
19741206      -0.005435
19741209       0.038251
19741210       0.023684
19741211       0.043702
19741212       0.004926
19741213      -0.017157
19741216      -0.004988
19741217       0.022556
19741218       0.009804
19741219      -0.024272
19741220      -0.044776
19741223      -0.028646
19741224       0.013405
19741226       0.010582
19741227      -0.015707
19741230       0.000000
19741231      -0.018617
19750102      -0.027100
19750103      -0.013928
19750106      -0.008475
19750107       0.008547
19750108      -0.002825
19750109       0.008499
19750110       0.028090
19750113       0.010929
19750114       0.005405
19750115       0.000000
19750116       0.000000
19750117      -0.010753
19750120       0.008152
19750121      -0.018868
19750122       0.005495
19750123      -0.030055
19750124      -0.022535
19750127       0.054755
19750128       0.000000
19750129       0.013661
19750130      -0.026954
19750131       0.019391
19750203       0.048913
19750204       0.010363
19750205       0.017949
19750206       0.002519
19750207       0.000000
19750210      -0.002513
19750211      -0.012594
19750212      -0.025510
19750213       0.015707
19750214      -0.000773
19750218      -0.010390
19750219       0.005249
19750220       0.036554
19750221       0.062972
19750224       0.014218
19750225      -0.056075
19750226       0.024752
19750227       0.012077
19750228       0.031026
19750303       0.034722
19750304       0.020134
19750305      -0.035088
19750306       0.020455
19750307       0.011136
19750310      -0.013216
19750311      -0.022321
19750312      -0.029680
19750313      -0.023529
19750314       0.004819
19750317       0.045564
19750318      -0.011468
19750319      -0.020882
19750320      -0.011848
19750321      -0.011990
19750324      -0.014563
19750325       0.014778
19750326       0.002427
19750327      -0.007264
19750331      -0.004878
19750401       0.002451
19750402      -0.012225
19750403      -0.049505
19750404       0.000000
19750407      -0.013021
19750408       0.002639
19750409       0.050000
19750410       0.010025
19750411       0.039702
19750414       0.031026
19750415       0.023148
19750416      -0.011312
19750417       0.006865
19750418      -0.006818
19750421       0.029748
19750422       0.013333
19750423       0.013158
19750424       0.000000
19750425       0.019481
19750428      -0.012739
19750429      -0.008602
19750430       0.039046
19750501       0.027140
19750502       0.016260
19750505       0.028000
19750506      -0.015564
19750507       0.025692
19750508      -0.009634
19750509       0.011673
19750512       0.007692
19750513      -0.001908
19750514       0.013384
19750515      -0.013208
19750516      -0.017208
19750519       0.013035
19750520       0.011583
19750521      -0.007634
19750522       0.000000
19750523       0.013462
19750527       0.005693
19750528      -0.011321
19750529      -0.007634
19750530       0.011538
19750602       0.024715
19750603      -0.003711
19750604       0.007449
19750605      -0.012939
19750606      -0.011236
19750609      -0.045455
19750610      -0.003968
19750611       0.011952
19750612      -0.003937
19750613      -0.001976
19750616       0.009901
19750617      -0.007843
19750618      -0.005929
19750619       0.009940
19750620       0.007874
19750623       0.013672
19750624       0.011561
19750625       0.005714
19750626       0.013258
19750627      -0.003738
19750630       0.009381
19750701      -0.005576
19750702      -0.001869
19750703      -0.013109
19750707      -0.009488
19750708      -0.007663
19750709       0.000000
19750710      -0.023166
19750711      -0.013834
19750714      -0.006012
19750715      -0.024194
19750716       0.010331
19750717      -0.006135
19750718      -0.008230
19750721      -0.008299
19750722      -0.023013
19750723      -0.014989
19750724       0.006522
19750725      -0.021598
19750728       0.006623
19750729      -0.004386
19750730       0.004405
19750731       0.004386
19750801      -0.004367
19750804       0.000000
19750805       0.000000
19750806      -0.008772
19750807      -0.011062
19750808      -0.006711
19750811       0.002252
19750812       0.020225
19750813      -0.037445
19750814      -0.013730
19750815       0.025522
19750818      -0.009729
19750819      -0.025287
19750820      -0.028302
19750821       0.009709
19750822       0.028846
19750825       0.030374
19750826      -0.027211
19750827       0.002331
19750828       0.018605
19750829       0.006849
19750902      -0.027211
19750903       0.018648
19750904       0.011442
19750905      -0.022624
19750908       0.000000
19750909      -0.013889
19750910      -0.032864
19750911      -0.016990
19750912      -0.007407
19750915      -0.002488
19750916      -0.007481
19750917      -0.002513
19750918       0.032746
19750919       0.036585
19750922      -0.011765
19750923      -0.002381
19750924       0.031026
19750925       0.011574
19750926       0.004577
19750929      -0.020501
19750930      -0.051163
19751001      -0.026961
19751002       0.022670
19751003       0.046798
19751006       0.025882
19751007       0.009174
19751008       0.006818
19751009       0.020316
19751010       0.000000
19751013       0.013274
19751014       0.004367
19751015       0.008696
19751016       0.012931
19751017      -0.012766
19751020       0.004310
19751021       0.027897
19751022      -0.010438
19751023       0.000000
19751024      -0.023207
19751027      -0.015119
19751028       0.017544
19751029      -0.015086
19751030       0.004376
19751031       0.004357
